TransactionID,BuyerID,SellerID,Amount(INR),Date
1,E6VT,P9B2,837969,01-01-2022
2,6LZ8,STRO,595521,01-01-2022
3,LLAA,L9DI,124202,01-01-2022
4,T4VX,GB2I,549814,01-01-2022
5,H7HI,Y2I9,229930,01-01-2022
6,MSVP,0Q2G,956716,01-01-2022
7,Z4M6,XPUO,299963,01-01-2022
8,UF9M,2D6T,33325,01-01-2022
9,Z4KN,87GP,30932,01-01-2022
10,AWID,LNBE,32088,01-01-2022
11,W7XS,MBPX,957787,01-01-2022
12,55NP,E1OQ,315087,01-01-2022
13,0EVO,CELO,193969,01-01-2022
14,RCJ4,IGHX,613791,01-01-2022
15,AIJY,E8W7,256997,01-01-2022
16,HNK4,T5N2,674485,01-01-2022
17,QWUV,OGX6,927656,01-01-2022
18,V7V1,U25J,854578,01-01-2022
19,4UDE,E8TN,841927,01-01-2022
20,CB2O,TT4H,667394,01-01-2022
21,7NOO,2SKM,677501,01-01-2022
22,C9FT,TJA5,310917,01-01-2022
23,QRGR,FDX5,728347,01-01-2022
24,IJKE,IO9H,154851,01-01-2022
25,LSBJ,8TWA,999342,01-01-2022
26,EBH1,VZT3,646597,01-01-2022
27,9VRK,J414,315560,01-01-2022
28,IO53,XRMU,379298,01-01-2022
29,LXGV,836X,577755,01-01-2022
30,OLN7,XMSV,374469,01-01-2022
31,KMZR,YTB9,421360,01-01-2022
32,EJOY,OJOO,469079,01-01-2022
33,QTOG,QL60,781782,01-01-2022
34,ZSIV,EBE6,409835,01-01-2022
35,7RCB,CA06,53925,01-01-2022
36,GYPR,2YXI,88878,01-01-2022
37,SRDV,SJ31,896794,01-01-2022
38,PP7O,1TU3,944559,01-01-2022
39,V8BU,9MOZ,23260,01-01-2022
40,ZPHC,7MKW,254139,01-01-2022
41,6S1B,AD91,871985,01-01-2022
42,GJD8,3IZF,212592,01-01-2022
43,H5ZK,2WOI,520527,01-01-2022
44,1SX0,B7QI,44745,01-01-2022
45,V10P,UGKA,321209,01-01-2022
46,SPCF,E8RA,375182,01-01-2022
47,9GNU,6D3N,795228,01-01-2022
48,GDBX,BVOP,700333,01-01-2022
49,C1H2,S5D2,780711,01-01-2022
50,OGBV,SEXV,386120,01-01-2022
51,UKO0,6TRP,508141,01-01-2022
52,5OJ3,UU5R,592466,01-01-2022
53,81ZK,TKYL,967993,01-01-2022
54,C37R,PLQW,94600,01-01-2022
55,0N2J,EY5J,591178,01-01-2022
56,469T,NM4I,769363,01-01-2022
57,6DBJ,KEU1,121530,01-01-2022
58,8KBS,HPFK,44029,01-01-2022
59,CNRG,66CK,574274,01-01-2022
60,MDH8,OJ9Q,176889,01-01-2022
61,QG4J,6FUC,793793,01-01-2022
62,BP1B,W6GN,306428,01-01-2022
63,RI2C,QW2E,973602,01-01-2022
64,LTTY,OAZP,867308,01-01-2022
65,Y64X,Z6V7,324366,01-01-2022
