TransactionID,BuyerID,SellerID,Amount(INR),Date
1,JH59,X6ET,20978,01-01-2022
2,A7IW,7YLO,863594,01-01-2022
3,0D6E,ZGC9,467732,01-01-2022
4,17BN,VC5N,391674,01-01-2022
5,MOS1,ZTAD,361913,01-01-2022
6,9NXL,AZG5,896231,01-01-2022
7,3GB1,V4ST,123845,01-01-2022
8,ZQNJ,P1G0,949522,01-01-2022
9,VB4H,RS18,551048,01-01-2022
10,39D4,ZO6I,131836,01-01-2022
11,U4ZY,47NU,308196,01-01-2022
12,OH53,RP6L,70924,01-01-2022
13,H4C3,T13M,264519,01-01-2022
14,5M18,9SR0,638313,01-01-2022
15,KZTW,DNV0,936393,01-01-2022
16,YW54,KFE7,591762,01-01-2022
17,E3YP,KEIV,682201,01-01-2022
18,8AOI,S5RJ,54179,01-01-2022
19,KRYA,8ZWH,830406,01-01-2022
20,9OMG,T05L,58676,01-01-2022
21,5QU4,VIC6,520901,01-01-2022
22,MGUS,XLML,879337,01-01-2022
23,G8OM,NLA2,24119,01-01-2022
24,HKHE,KMFS,937677,01-01-2022
25,L3IY,5LC5,938605,01-01-2022
26,LN1E,OPQB,829505,01-01-2022
27,5TFR,MFGL,101362,01-01-2022
28,JGEW,MJYS,932495,01-01-2022
29,1YP9,Q5UC,374865,01-01-2022
30,RM1B,RZ8X,723682,01-01-2022
31,JMZE,BZOR,231241,01-01-2022
32,IE43,1GED,581772,01-01-2022
33,OZK7,QXOD,465645,01-01-2022
34,9NMY,ILUD,361182,01-01-2022
35,OP0T,D7VJ,464598,01-01-2022
36,HDSO,RH7O,9039,01-01-2022
37,Q8XV,GW7V,337488,01-01-2022
38,JNPJ,EDGB,643982,01-01-2022
39,OKXC,JB1X,958747,01-01-2022
40,0R94,6EWC,552481,01-01-2022
41,0V6C,AGIO,200404,01-01-2022
42,VVPP,7EL3,653221,01-01-2022
43,UWUM,84S2,976074,01-01-2022
44,IE8N,OUOT,285715,01-01-2022
45,DHSN,94M0,44838,01-01-2022
46,435U,GURT,431527,01-01-2022
47,DKP6,KMSE,385414,01-01-2022
48,HB4D,P86F,823204,01-01-2022
49,EH83,3DOL,201731,01-01-2022
50,KMP8,J6S9,408735,01-01-2022
51,ZQ1N,K9N2,994783,01-01-2022
52,BEGX,OFT9,60160,01-01-2022
53,PD40,823Y,742320,01-01-2022
54,H6VY,42RX,669053,01-01-2022
55,GGLZ,6TFL,790024,01-01-2022
56,EAD0,I8Y7,474833,01-01-2022
