TransactionID,BuyerID,SellerID,Amount(INR),Date
1,B16S,7V82,800496,01-01-2022
2,24YY,IM50,784606,01-01-2022
3,MRIA,YEAY,706625,01-01-2022
4,BHJB,WTH2,768517,01-01-2022
5,520V,9TOK,365179,01-01-2022
6,8CBA,DN1Q,278956,01-01-2022
7,5ZI8,JFJN,375585,01-01-2022
8,PWZ5,8E0P,283443,01-01-2022
9,RM8F,RDSA,860707,01-01-2022
10,VG1W,R93F,106900,01-01-2022
11,O55Z,KM9F,815439,01-01-2022
12,MGSV,G12F,924813,01-01-2022
13,4BGQ,MHII,553646,01-01-2022
14,M1PS,U8LY,279414,01-01-2022
15,ZIX0,YMAM,240177,01-01-2022
16,QVE5,F27X,188361,01-01-2022
17,I76L,5DGW,901638,01-01-2022
18,1UHV,PLJ9,877513,01-01-2022
19,5LJG,M97K,921380,01-01-2022
20,U2VU,H9SV,918755,01-01-2022
21,Q8YC,CGPP,435865,01-01-2022
22,ZYD2,8F3L,111128,01-01-2022
23,UAR2,A1RI,152931,01-01-2022
24,SHBL,LY41,706962,02-01-2022
25,D3LO,KFS2,708715,02-01-2022
26,XCNN,Z5T0,167122,02-01-2022
27,G1UD,9N87,55174,02-01-2022
28,LQUY,W1HU,724838,02-01-2022
29,7SRJ,LQUY,977508,02-01-2022
30,JK59,MOR9,746209,02-01-2022
31,8H4F,F703,386856,02-01-2022
32,TR67,NX7L,740093,02-01-2022
33,6LTQ,CXT4,674510,02-01-2022
34,YGMY,D4WT,633847,02-01-2022
35,M5J1,FZRD,672237,02-01-2022
36,FXB9,YRMA,272989,02-01-2022
37,A84Z,KE11,713303,02-01-2022
38,0HE9,O4H3,253073,02-01-2022
39,YQB8,ZSM0,127814,02-01-2022
40,O1EM,VYSQ,825991,02-01-2022
41,5QEI,BE33,349930,02-01-2022
42,5DXO,FAZV,16820,02-01-2022
43,2AJV,VDM7,854961,02-01-2022
44,4YVM,YG8V,709967,02-01-2022
45,50J5,6JAT,438561,02-01-2022
46,EXPB,971W,820636,02-01-2022
47,ZLO9,BQDL,340446,02-01-2022
48,PR8X,KQIV,300373,02-01-2022
49,88VT,SCEB,906927,02-01-2022
50,9Z8P,D10E,697330,02-01-2022
51,GAUA,4HLD,396159,02-01-2022
52,QIYQ,4B4M,197660,02-01-2022
53,JSMF,26SD,117164,02-01-2022
54,WHLW,11CX,766880,02-01-2022
55,9A21,X3OX,879201,03-01-2022
56,BKPI,227K,992106,03-01-2022
57,TO6L,JR1Y,928936,03-01-2022
58,DE9D,R17Y,557024,03-01-2022
59,QCNP,K6CE,569594,03-01-2022
60,N01M,TM0H,322427,03-01-2022
61,FM5P,4NTM,202822,03-01-2022
62,D1FB,128Y,477281,03-01-2022
63,L955,R6UN,226247,03-01-2022
64,74QQ,481Y,618918,03-01-2022
65,XAZV,11IT,147767,03-01-2022
66,LQPW,YUMV,856566,03-01-2022
67,L2IG,IYF7,707693,03-01-2022
68,IYFB,KCIN,428349,03-01-2022
69,TECK,HE6E,651506,03-01-2022
70,WOAX,QXHK,919493,03-01-2022
71,XPBP,MD6K,786526,03-01-2022
72,Q528,JK60,481116,03-01-2022
73,0ESW,ZCJE,681082,03-01-2022
74,QF73,NE35,167747,03-01-2022
75,5INS,ZMW8,912739,03-01-2022
76,UMZG,RM9Q,91344,03-01-2022
77,Y9ET,1RP6,645804,03-01-2022
78,QW1W,9KKN,747964,03-01-2022
79,SYSD,V36T,377449,03-01-2022
80,SKMJ,F27X,77236,03-01-2022
81,F9W6,QPK7,982773,03-01-2022
82,UGAR,9RWG,742530,03-01-2022
83,KVZR,GXD1,800139,03-01-2022
84,APK0,2VXH,154900,04-01-2022
85,KY4E,MWPG,106586,04-01-2022
86,UGD7,7DOA,427894,04-01-2022
87,X5OW,6SXA,229105,04-01-2022
88,6SB7,2KJ9,772180,04-01-2022
89,5ZI8,7ZSK,294653,04-01-2022
90,8DTQ,DJ0R,85455,04-01-2022
91,Z3LY,B5VD,650204,04-01-2022
92,QPK7,HGHW,768903,04-01-2022
93,XGM1,C7IB,912775,04-01-2022
94,2BZM,3CD0,970459,04-01-2022
95,HEYJ,D5J1,49931,04-01-2022
96,JI6Q,DLB5,914369,04-01-2022
97,JI00,EU7M,796195,04-01-2022
98,826B,XJ46,738272,04-01-2022
99,YWG8,1J7Q,498755,04-01-2022
100,5RKG,2XLM,518800,04-01-2022
101,S776,HLO3,661087,04-01-2022
102,SVAJ,9PW6,748896,04-01-2022
103,AV0L,M3JU,161375,04-01-2022
104,UKHH,UQ2P,595312,04-01-2022
105,YC01,5BGN,77277,04-01-2022
106,90AZ,09OT,201373,04-01-2022
107,HQD0,QT1E,22080,04-01-2022
108,1S8Y,26SD,978652,04-01-2022
109,E3YE,AIOZ,53324,04-01-2022
110,R86O,MF9H,524683,04-01-2022
111,7XYG,U9OI,682978,04-01-2022
112,P2O6,KBVE,810904,04-01-2022
113,I13C,VGNG,683066,04-01-2022
114,5RKG,WJP8,883813,04-01-2022
115,VYSQ,5ZI8,725274,04-01-2022
116,9A21,FQ0X,795273,04-01-2022
117,KQAX,JCDA,979547,04-01-2022
118,Z9GQ,KFS2,866967,04-01-2022
119,GXD1,CCCD,89123,04-01-2022
120,INVY,0VDT,914211,04-01-2022
121,QHEW,QO49,543197,04-01-2022
122,LLMG,1WON,30032,04-01-2022
123,Z5EK,YWMZ,697226,05-01-2022
124,3OL9,WF30,290698,05-01-2022
125,QWMW,NDH2,198754,05-01-2022
126,2GVO,PBI7,624232,05-01-2022
127,20V4,68YL,512772,05-01-2022
128,V2CK,1RP6,432280,05-01-2022
129,KKW2,JUGN,363778,05-01-2022
130,5999,B3CF,311171,05-01-2022
131,WA8A,YS1D,42115,05-01-2022
132,5S19,Y1GQ,766471,05-01-2022
133,VX1Y,C7AD,922593,05-01-2022
134,NGTP,9Y80,825816,05-01-2022
135,BH8N,KMKC,792199,05-01-2022
136,97W9,RZSK,746662,05-01-2022
137,I8DY,HC7E,452765,05-01-2022
138,IT5Z,OHF8,671987,05-01-2022
139,1X5W,2LFX,229734,05-01-2022
140,GVLR,XL01,91341,05-01-2022
141,FPP1,5AZ0,683455,05-01-2022
142,QZKF,3Z2Q,334437,05-01-2022
143,F5ZP,7IDW,705245,06-01-2022
144,Y627,DMS9,6397,06-01-2022
145,M0H6,4ONE,348964,06-01-2022
146,D3LO,VGYF,311396,06-01-2022
147,BX7N,ZBWK,846039,06-01-2022
148,DAUX,PNW4,161290,06-01-2022
149,YR49,P8UM,465577,06-01-2022
150,11IT,HPG2,652184,06-01-2022
151,WVDA,B1KO,662337,06-01-2022
152,HC73,0U6D,554259,06-01-2022
153,EF49,XLNX,573958,06-01-2022
154,E7YR,S4UW,85460,06-01-2022
155,7946,XUON,949414,06-01-2022
156,YQKY,NGTP,745507,06-01-2022
157,6KJ7,NT4W,139315,06-01-2022
158,P4IW,PFID,43995,06-01-2022
159,QWMW,K6CE,541625,06-01-2022
160,MUVL,R7GP,948754,06-01-2022
161,ZN0B,7BOJ,794584,06-01-2022
162,C3JU,6CZW,573523,06-01-2022
163,0AOD,3UKL,529024,06-01-2022
164,PHI8,YEAY,587151,06-01-2022
165,TZHH,7SJB,325841,07-01-2022
166,U22Q,F6DE,949310,07-01-2022
167,0D5Z,4BGQ,390942,07-01-2022
168,UWW6,X47X,376526,07-01-2022
169,Q1X0,8GAA,661733,07-01-2022
170,MGSV,OMKQ,992153,07-01-2022
171,XF61,GW9K,824922,07-01-2022
172,MWPG,M9TP,560244,07-01-2022
173,65IG,6VFU,430945,07-01-2022
174,EO23,E7YR,737235,07-01-2022
175,1RFP,7IDW,472017,07-01-2022
176,ZDEJ,5S1L,634102,07-01-2022
177,LNT1,GUBJ,945286,07-01-2022
178,65S7,YC01,337841,07-01-2022
179,QMLO,5S19,731818,07-01-2022
180,BZSG,G5YR,624142,07-01-2022
181,Y3ST,ZKC2,768581,07-01-2022
182,62ZS,ZP0R,135404,07-01-2022
183,APK0,4UHN,228142,07-01-2022
184,1OXG,G9N7,343067,07-01-2022
185,0SZU,2I2N,952805,07-01-2022
186,2KEP,QUOB,349915,07-01-2022
187,R05E,BHJB,672810,07-01-2022
188,GPBV,2NPO,564727,07-01-2022
189,MR13,QQAF,512851,07-01-2022
190,LOAC,9X35,185905,07-01-2022
191,B16S,C7AD,462628,07-01-2022
192,Y3ST,D3LO,881080,07-01-2022
193,UA3S,8H4F,571325,07-01-2022
194,CZ1H,FKUK,169824,07-01-2022
195,YZLW,027Z,2376,07-01-2022
196,21QP,WI1Y,210808,08-01-2022
197,WM1Z,Y7MI,283343,08-01-2022
198,SS37,MU2E,850228,08-01-2022
199,QD5R,2E6F,716700,08-01-2022
200,0QR7,HW30,349091,08-01-2022
201,VMS0,YNXV,299567,08-01-2022
202,IZTM,WFMN,814555,08-01-2022
